,raw,char,line
106,ANNE:  Thank you.,ANNE, Thank you.
107,"MISS STACEY:  Miss Shirley, on behalf of the Kings County Board of Education, it gives me very great pleasure to present you with this check, the proceeds of this evening's exciting events, made out to the Kingsport Ladies' College, in the amount of $2500.",MISS STACEY," Miss Shirley, on behalf of the Kings County Board of Education, it gives me very great pleasure to present you with this check, the proceeds of this evening's exciting events, made out to the Kingsport Ladies' College, in the amount of $2500."
108,"ANNE:  Thank you, ladies and gentlemen.  It would be impossible for me to speak without having by my side the three other energetic supporters of tonight's events: Miss Kerr, Miss McKay, and especially our beloved principal, Miss Katherine Brooke, who all worked so tirelessly on this production.  It was with great trepidation that I began my year here at Kingsport Ladies' College, and I owe an enormous debt of gratitude to my fellow teachers and to the parents of my students who all tried to make me feel so at home during my first few weeks in Kingsport.  I have grown to love and respect all of our girls at K.L.C., and have found many kindred spirits among them.  If we have opened your hearts this evening and entertained you even a little, we have succeeded.  Thank you all for your very fine support.",ANNE," Thank you, ladies and gentlemen.  It would be impossible for me to speak without having by my side the three other energetic supporters of tonight's events: Miss Kerr, Miss McKay, and especially our beloved principal, Miss Katherine Brooke, who all worked so tirelessly on this production.  It was with great trepidation that I began my year here at Kingsport Ladies' College, and I owe an enormous debt of gratitude to my fellow teachers and to the parents of my students who all tried to make me feel so at home during my first few weeks in Kingsport.  I have grown to love and respect all of our girls at K.L.C., and have found many kindred spirits among them.  If we have opened your hearts this evening and entertained you even a little, we have succeeded.  Thank you all for your very fine support."
109,        SCENE:  Stairwell,        SCENE, Stairwell
110,ANNE:  Thank you.,ANNE, Thank you.
111,MAN 1: Very good.,MAN 1,Very good.
112,ANNE:  Thank you.,ANNE, Thank you.
113,"MYRA PRINGLE:  Hi, Miss Shirley.",MYRA PRINGLE," Hi, Miss Shirley."
114,ANNE:  Hi.,ANNE, Hi.
115,MRS. TOM PRINGLE:   I can't thank you enough for what you've done for my Myra.  She's got along better this term than she has in a long time.,MRS. TOM PRINGLE,  I can't thank you enough for what you've done for my Myra.  She's got along better this term than she has in a long time.
116,ANNE:  She's a joy to teach.,ANNE, She's a joy to teach.
117,"MRS. TOM PRINGLE:  Thank you.  I just hope they all realize what a jewel you are, my dear.  I know some of the other Pringles have been abominable, but I don't care what they say; you can board with me next term.",MRS. TOM PRINGLE," Thank you.  I just hope they all realize what a jewel you are, my dear.  I know some of the other Pringles have been abominable, but I don't care what they say; you can board with me next term."
118,ANNE:  Thank you for the invitation.,ANNE, Thank you for the invitation.
119,WOMAN: I had a teacher just like you when I was a girl.  You brought back so many memories.,WOMAN,I had a teacher just like you when I was a girl.  You brought back so many memories.
120,"MAN 2: Congratulations, my dear.",MAN 2,"Congratulations, my dear."
121,ANNE:  Thank you for your kind support.,ANNE, Thank you for your kind support.
122,        SCENE:  Outside auditorium,        SCENE, Outside auditorium
123,"EMMELINE:  Papa!  Papa, what did you think?",EMMELINE," Papa!  Papa, what did you think?"
124,"MORGAN HARRIS:  Emmeline, you were an angel.  You stole away everyone's heart including mine.  Come back to Earth now, for a while.",MORGAN HARRIS," Emmeline, you were an angel.  You stole away everyone's heart including mine.  Come back to Earth now, for a while."
125,EMMELINE:  It all seems like a dream.,EMMELINE, It all seems like a dream.
126,        SCENE:  Stairwell,        SCENE, Stairwell
127,"ANNE:  Thanks.  Well, I'm glad you enjoyed it.",ANNE," Thanks.  Well, I'm glad you enjoyed it."
128,        SCENE:  Outside auditorium,        SCENE, Outside auditorium
129,"ANNE:  Emmeline!  Oh, you were wonderful.",ANNE," Emmeline!  Oh, you were wonderful."
130,EMMELINE:  Thanks.  Thank you.,EMMELINE, Thanks.  Thank you.
131,MORGAN HARRIS:  It looks like you've single-handedly routed the entire Pringle clan.,MORGAN HARRIS, It looks like you've single-handedly routed the entire Pringle clan.
132,"ANNE:  Well, let's just say that the winds of persecution have blown over.  [he laughs] Thank you, sir.  This has meant a great deal to me.",ANNE," Well, let's just say that the winds of persecution have blown over.  [he laughs] Thank you, sir.  This has meant a great deal to me."
133,EMMELINE:  I'll never forget it as long as I live.,EMMELINE, I'll never forget it as long as I live.
134,"ANNE:  Nor will I.  Good night, Emmeline.",ANNE," Nor will I.  Good night, Emmeline."
135,"MORGAN HARRIS:  Miss Shirley, I'd like you to go on tutoring my daughter, so she'll be caught up when she returns to college next term.  I'm prepared to make it worth your while.",MORGAN HARRIS," Miss Shirley, I'd like you to go on tutoring my daughter, so she'll be caught up when she returns to college next term.  I'm prepared to make it worth your while."
136,ANNE:  Only if you put my wages back into supporting the college.,ANNE, Only if you put my wages back into supporting the college.
137,MORGAN HARRIS:  You're asking me to renegotiate.,MORGAN HARRIS, You're asking me to renegotiate.
138,ANNE:  Yes.,ANNE, Yes.
139,MORGAN HARRIS:  You have a deal.,MORGAN HARRIS, You have a deal.
140,"ANNE:  Thank you.  Good night, Emmeline.  Good night.",ANNE," Thank you.  Good night, Emmeline.  Good night."
141,MORGAN HARRIS:  Good night.,MORGAN HARRIS, Good night.
142,        SCENE:  School entrance,        SCENE, School entrance
143,ANNE:  Miss Brooke generously left the light on for us.  She must be in a good mood.  [girls laugh]  Settle down.  I'll be along shortly to tuck you girls in.,ANNE, Miss Brooke generously left the light on for us.  She must be in a good mood.  [girls laugh]  Settle down.  I'll be along shortly to tuck you girls in.
144,        SCENE:  Miss Brooke's office,        SCENE, Miss Brooke's office
145,ANNE:  Isn't that ring around the moon enchanting?,ANNE, Isn't that ring around the moon enchanting?
146,BROOKE:  I've seen a good many moons in my time.,BROOKE, I've seen a good many moons in my time.
147,ANNE:  You haven't seen this one.  Sit down.  Let's let it just soak into our souls.  Wasn't it a marvelous evening?,ANNE, You haven't seen this one.  Sit down.  Let's let it just soak into our souls.  Wasn't it a marvelous evening?
148,"BROOKE:  Don't make a fool out of yourself, please.",BROOKE," Don't make a fool out of yourself, please."
149,"ANNE:  It was thought in ancient times, that when a man and a woman sat under such a moon, they would be bonded together in love for eternity.",ANNE," It was thought in ancient times, that when a man and a woman sat under such a moon, they would be bonded together in love for eternity."
150,"BROOKE:  Love.  If I died tomorrow, not one living soul would miss me.  What is it you want, Anne Shirley?",BROOKE," Love.  If I died tomorrow, not one living soul would miss me.  What is it you want, Anne Shirley?"
151,ANNE:  To be your friend.,ANNE, To be your friend.
152,"BROOKE:  I don't have friends.  I don't have your notable gift for doing the queen act, always saying the right thing to everyone.",BROOKE," I don't have friends.  I don't have your notable gift for doing the queen act, always saying the right thing to everyone."
153,"ANNE:  You say you like people to be frank.  Well, I'm going to be frank.  It's your own fault that no one likes you.  Katherine Brooke, you are all prickles and stings.",ANNE," You say you like people to be frank.  Well, I'm going to be frank.  It's your own fault that no one likes you.  Katherine Brooke, you are all prickles and stings."
154,"BROOKE:  I know I'm not social and people hate me.  Do you think it doesn't hurt that I'm always neglected and overlooked at social functions?  I'm sorry.  I've never been able to swallow all the snubs and pokes I've received here in my life.  I remember every single one.  For fifteen years, I had to endure relatives who cared as little for me as my dead parents.  I've lived in third-rate boarding houses that froze in winter and stank in summer.  I've worn their cast-off clothes.  Fortunately, I had brains.  I made it through college and I paid them back every cent.  Oh, yes, I'm independent now.  The truth is I hate teaching.  But, there's nothing else that I can do.   Look at you, little messenger of optimism.  But how long will it last?  Five, maybe ten years before you wither inside of this endless monotony.  Prepare to join ranks of cold, uninteresting spinsters who have chosen a professional career, Anne Shirley.",BROOKE," I know I'm not social and people hate me.  Do you think it doesn't hurt that I'm always neglected and overlooked at social functions?  I'm sorry.  I've never been able to swallow all the snubs and pokes I've received here in my life.  I remember every single one.  For fifteen years, I had to endure relatives who cared as little for me as my dead parents.  I've lived in third-rate boarding houses that froze in winter and stank in summer.  I've worn their cast-off clothes.  Fortunately, I had brains.  I made it through college and I paid them back every cent.  Oh, yes, I'm independent now.  The truth is I hate teaching.  But, there's nothing else that I can do.   Look at you, little messenger of optimism.  But how long will it last?  Five, maybe ten years before you wither inside of this endless monotony.  Prepare to join ranks of cold, uninteresting spinsters who have chosen a professional career, Anne Shirley."
155,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- 9 -- Next,
0,Sequel Script: Part 8,Sequel Script,Part 8
1,SCENE:  Anne's classroom,SCENE, Anne's classroom
2,"ANNE:  [reading from newspaper]  ""...and in particular the performance of Emmeline Harris, who was so convincing in the role of the young queen.  The audience was so unexpectedly moved, it is our opinion that this proficient group of young actresses must establish a permanent dramatic society.  The Kingsport Examiner eagerly awaits their next production.""  [bell rings]  And on that note of praise, I hope you all perform as triumphantly in your term exam next Friday.  Class dismissed.  Emmeline.  [hands her the newspaper]",ANNE," [reading from newspaper]  ""...and in particular the performance of Emmeline Harris, who was so convincing in the role of the young queen.  The audience was so unexpectedly moved, it is our opinion that this proficient group of young actresses must establish a permanent dramatic society.  The Kingsport Examiner eagerly awaits their next production.""  [bell rings]  And on that note of praise, I hope you all perform as triumphantly in your term exam next Friday.  Class dismissed.  Emmeline.  [hands her the newspaper]"
3,"JEN PRINGLE:  I'd like to apologize for the inconvenience I caused you, Miss Shirley.",JEN PRINGLE," I'd like to apologize for the inconvenience I caused you, Miss Shirley."
4,ANNE:  We're all glad to see that your health has improved so quickly.,ANNE, We're all glad to see that your health has improved so quickly.
5,"JEN PRINGLE:  Yes, I think the doctor was overly concerned.  I...  I hope I may stay in the dramatic society, if you're going to continue.",JEN PRINGLE," Yes, I think the doctor was overly concerned.  I...  I hope I may stay in the dramatic society, if you're going to continue."
6,"ANNE:  Well, we couldn't do without you.",ANNE," Well, we couldn't do without you."
7,"JEN PRINGLE:  Thank you, Miss Shirley.  Oh, my mother wants to know if you'd like to help on the annual hospital bizarre, if you have the time.",JEN PRINGLE," Thank you, Miss Shirley.  Oh, my mother wants to know if you'd like to help on the annual hospital bizarre, if you have the time."
8,ANNE:  Tell your mother I'd be flattered.,ANNE, Tell your mother I'd be flattered.
9,        SCENE:  School entrance,        SCENE, School entrance
10,"MISS STACEY:  Good afternoon, girls.  Anne!",MISS STACEY," Good afternoon, girls.  Anne!"
11,ANNE:  Hello.,ANNE, Hello.
12,"MISS STACEY:  The board was totally enthralled.  Better than that, they were absolutely floored when they received Capt. Harris' check.  They want to renew your contract for five years.",MISS STACEY," The board was totally enthralled.  Better than that, they were absolutely floored when they received Capt. Harris' check.  They want to renew your contract for five years."
13,ANNE:  Five years?  I'm not sure I can last that long.,ANNE, Five years?  I'm not sure I can last that long.
14,"MISS STACEY:  Well, I think that you ought to write a book about it.  Oh, Miss Brooke, isn't it wonderful?",MISS STACEY," Well, I think that you ought to write a book about it.  Oh, Miss Brooke, isn't it wonderful?"
15,BROOKE:  Authors are such kittle kattle.  I wouldn't trust your description of any of us.  Here.  These came for you.,BROOKE, Authors are such kittle kattle.  I wouldn't trust your description of any of us.  Here.  These came for you.
16,"ANNE:  Thank you.  [opens box of roses] Oh! [reads card]  ""Thank you, again.  I would like to return the favor.  I'd be pleased to have you escort my family for a short visit to Boston when I return in a month.""",ANNE," Thank you.  [opens box of roses] Oh! [reads card]  ""Thank you, again.  I would like to return the favor.  I'd be pleased to have you escort my family for a short visit to Boston when I return in a month."""
17,MISS STACEY:  Well.,MISS STACEY, Well.
18,"ANNE:  ""Sincerely, Morgan Harris.""  [Anne and Miss Stacey giggle]",ANNE," ""Sincerely, Morgan Harris.""  [Anne and Miss Stacey giggle]"
19,        SCENE:  Train to Boston,        SCENE, Train to Boston
20,"MRS. HARRIS:  Pauline Harris, you don't know if you're coming or going, girl.  Move that hat box.  Not up there, girl, you'll brain me.  It's not safe up there, either.  Put it back, girl.  Put it back.  Lower the blind.  It needs to be just  about one inch lower.  [Pauline tries to fix the blind, but it rolls all the way up]  Oh, Pauline.  Pauline, now you've done it.  Oh, all that light makes my headache worse.",MRS. HARRIS," Pauline Harris, you don't know if you're coming or going, girl.  Move that hat box.  Not up there, girl, you'll brain me.  It's not safe up there, either.  Put it back, girl.  Put it back.  Lower the blind.  It needs to be just  about one inch lower.  [Pauline tries to fix the blind, but it rolls all the way up]  Oh, Pauline.  Pauline, now you've done it.  Oh, all that light makes my headache worse."
21,"PAULINE HARRIS:  Sorry, Mama.",PAULINE HARRIS," Sorry, Mama."
22,"ANNE:  Oh, you've got your color back, Mrs. Harris.  You must be feeling better.",ANNE," Oh, you've got your color back, Mrs. Harris.  You must be feeling better."
23,"MRS. HARRIS:  I am completely worn out with all the worry, and the motion sickness; my stomach is dropping out, thank you.  Why I ever listened to you and came on this trip in the first place--",MRS. HARRIS," I am completely worn out with all the worry, and the motion sickness; my stomach is dropping out, thank you.  Why I ever listened to you and came on this trip in the first place--"
24,"ANNE:  Now, now, we're almost there.  Perhaps you'd like some lunch, Pauline.",ANNE," Now, now, we're almost there.  Perhaps you'd like some lunch, Pauline."
25,MRS. HARRIS: We are not hungry.  Can they make a decent cup of tea on this contraption?  I'd rather drink mud than the tea that some people make.,MRS. HARRIS,We are not hungry.  Can they make a decent cup of tea on this contraption?  I'd rather drink mud than the tea that some people make.
26,"ANNE:  Yes, Mrs. Harris.  I'll see what I can procure.",ANNE," Yes, Mrs. Harris.  I'll see what I can procure."
27,"MRS. HARRIS:  And see that they wash the cup out properly.  I don't mean to be of trouble to anyone, but from the way I'm feeling, I don't think I shall be here much longer.  Then perhaps you'll all appreciate me.",MRS. HARRIS," And see that they wash the cup out properly.  I don't mean to be of trouble to anyone, but from the way I'm feeling, I don't think I shall be here much longer.  Then perhaps you'll all appreciate me."
28,"[leaving that room, Anne and Emmeline laugh]","[leaving that room, Anne and Emmeline laugh]",
29,"EMMELINE:  Poor Aunt Pauline.  Oh, well, grandmama will sleep for days once we get there.  I can hardly wait to see papa's new house.  I've only ever heard of how wonderful it is.",EMMELINE," Poor Aunt Pauline.  Oh, well, grandmama will sleep for days once we get there.  I can hardly wait to see papa's new house.  I've only ever heard of how wonderful it is."
30,ANNE:  I have a feeling we're all here on approval.,ANNE, I have a feeling we're all here on approval.
31,"EMMELINE:  Papa thinks very highly of you, Miss Shirley.  He said so.",EMMELINE," Papa thinks very highly of you, Miss Shirley.  He said so."
32,MORGAN HARRIS:  Hello.  How is mother?,MORGAN HARRIS, Hello.  How is mother?
33,"ANNE:  She allowed us to order her a cup of tea. However, she is throwing out complaints at the speed of this train.",ANNE," She allowed us to order her a cup of tea. However, she is throwing out complaints at the speed of this train."
34,"EMMELINE:  If we like your new house in Boston, papa, can Miss Shirley and I stay with you?",EMMELINE," If we like your new house in Boston, papa, can Miss Shirley and I stay with you?"
35,"MORGAN HARRIS:  Hmm, I don't know if Boston is large enough for two sophisticated ladies.",MORGAN HARRIS," Hmm, I don't know if Boston is large enough for two sophisticated ladies."
36,"ANNE:  Going from Avonlea to Kingsport was an adventure, Captain.  I assure you this will be an epoch in my life.",ANNE," Going from Avonlea to Kingsport was an adventure, Captain.  I assure you this will be an epoch in my life."
37,"MORGAN HARRIS:  Oh, I am sure you and Boston will make quiet and impression on each other.",MORGAN HARRIS," Oh, I am sure you and Boston will make quiet and impression on each other."
38,ANNE:  If I can remember not to look as backward as I feel.  [he laughs],ANNE, If I can remember not to look as backward as I feel.  [he laughs]
39,        SCENE:  Morgan's house in Boston,        SCENE, Morgan's house in Boston
40,MRS. HARRIS:  All this moving about.  All this rushing. Nobody cares what I suffer.,MRS. HARRIS, All this moving about.  All this rushing. Nobody cares what I suffer.
41,MORGAN HARRIS:  Mother.,MORGAN HARRIS, Mother.
42,"MRS. HARRIS:  So this is what you have been wasting all my money on, Morgan Harris?",MRS. HARRIS," So this is what you have been wasting all my money on, Morgan Harris?"
43,        SCENE:  Living room,        SCENE, Living room
44,MORGAN HARRIS:  And I didn't invite you all the way to Boston to carry on like this.,MORGAN HARRIS, And I didn't invite you all the way to Boston to carry on like this.
45,"MRS. HARRIS:  It isn't fair, Morgan.  It simply isn't fair.  The child has got to come back and live with you.  I can't afford the expenses.  And I simply can't stand the plight.  And Pauline has quite enough to do--",MRS. HARRIS," It isn't fair, Morgan.  It simply isn't fair.  The child has got to come back and live with you.  I can't afford the expenses.  And I simply can't stand the plight.  And Pauline has quite enough to do--"
46,"PAULINE HARRIS:  Oh, I don't mind, mama.",PAULINE HARRIS," Oh, I don't mind, mama."
47,MRS. HARRIS:  Please don't contradict me.,MRS. HARRIS, Please don't contradict me.
48,"MORGAN HARRIS:  Don't be so demanding.  She's back in school.  Besides, I thought you enjoyed having her with you.",MORGAN HARRIS," Don't be so demanding.  She's back in school.  Besides, I thought you enjoyed having her with you."
49,"MRS. HARRIS:  I'm 79 years of age, my boy, and I can't be bothered with the child.  You've got this enormous house.  It all comes out of your father's estate, doesn't it?  I have every right to be demanding.  Why don't you get married again?",MRS. HARRIS," I'm 79 years of age, my boy, and I can't be bothered with the child.  You've got this enormous house.  It all comes out of your father's estate, doesn't it?  I have every right to be demanding.  Why don't you get married again?"
50,MORGAN HARRIS:  I haven't the temperament for it.,MORGAN HARRIS, I haven't the temperament for it.
51,MRS. HARRIS:  I suppose no one would take you.,MRS. HARRIS, I suppose no one would take you.
52,"MORGAN HARRIS:  Mind your own business, mother.",MORGAN HARRIS," Mind your own business, mother."
53,"MRS. HARRIS:  Of course, I realize my opinions don't matter any longer.  I might just as well be dead.  Then you can have the rest of the money.",MRS. HARRIS," Of course, I realize my opinions don't matter any longer.  I might just as well be dead.  Then you can have the rest of the money."
54,"PAULINE HARRIS:  Please, don't say that, mama.",PAULINE HARRIS," Please, don't say that, mama."
55,"MRS. HARRIS:  I will say it!  You're two ungrateful children.  How many times have I sat up at night, nursing you, when you were little?  Sometimes  I thought you'd never live to see the dawn.  A mother's sacrifices are soon forgotten.",MRS. HARRIS," I will say it!  You're two ungrateful children.  How many times have I sat up at night, nursing you, when you were little?  Sometimes  I thought you'd never live to see the dawn.  A mother's sacrifices are soon forgotten."
56,"PAULINE HARRIS:  Mama, please come to bed.  It's just the strain of being in un--",PAULINE HARRIS," Mama, please come to bed.  It's just the strain of being in un--"
57,"MRS. HARRIS:  Saints above, Pauline!  Will you keep out of this?  Now, you listen to me, Morgan.  I am not going to bed until you give me a decisive answer.  Face up to your responsibilities and behave like a man.",MRS. HARRIS," Saints above, Pauline!  Will you keep out of this?  Now, you listen to me, Morgan.  I am not going to bed until you give me a decisive answer.  Face up to your responsibilities and behave like a man."
58,MORGAN HARRIS:  All right.  I shall look into making the arrangements as soon as I can.,MORGAN HARRIS, All right.  I shall look into making the arrangements as soon as I can.
59,"MRS. HARRIS:  Well, that's better.  Good night.",MRS. HARRIS," Well, that's better.  Good night."
60,"PAULINE HARRIS:  Good night, Morgan.",PAULINE HARRIS," Good night, Morgan."
61,"MRS. HARRIS:  You can't rely on that boy staying in the same mind for two minutes together.  He'll toss that child back in my lap, as sure as sure can be.  [to Anne]  And what do you think of my son's lack of responsibility?  [no answer]  I quite agree.  Good night, Miss Shirley.",MRS. HARRIS," You can't rely on that boy staying in the same mind for two minutes together.  He'll toss that child back in my lap, as sure as sure can be.  [to Anne]  And what do you think of my son's lack of responsibility?  [no answer]  I quite agree.  Good night, Miss Shirley."
62,[Morgan starts to rise when Anne enters],[Morgan starts to rise when Anne enters],
63,"ANNE:  Please, don't get up.  I just wanted to say what a lovely evening this has been, and to thank you for giving me such a wonderful opportunity.",ANNE," Please, don't get up.  I just wanted to say what a lovely evening this has been, and to thank you for giving me such a wonderful opportunity."
64,"MORGAN HARRIS:  I apologize for mother's behavior.  In her condition, sarcasm is her one relief.  Pringle nature, I suppose.  I'm surprised you've put up with all this Kingsport nonsense as well as you have.",MORGAN HARRIS," I apologize for mother's behavior.  In her condition, sarcasm is her one relief.  Pringle nature, I suppose.  I'm surprised you've put up with all this Kingsport nonsense as well as you have."
65,"ANNE:  Well, it has been a challenge, as well as a very good experience.  Oh, I desperately miss my Green Gables, though.  Watching the home lights flicker across the pond at night.   Marilla waiting for me on the veranda.  It probably sounds very foolish to you.",ANNE," Well, it has been a challenge, as well as a very good experience.  Oh, I desperately miss my Green Gables, though.  Watching the home lights flicker across the pond at night.   Marilla waiting for me on the veranda.  It probably sounds very foolish to you."
66,MORGAN HARRIS:  You can't escape your wholesome island upbringing.,MORGAN HARRIS, You can't escape your wholesome island upbringing.
67,ANNE:  It must feel very empty living in this vast house all alone.,ANNE, It must feel very empty living in this vast house all alone.
68,"MORGAN HARRIS:  Well, it's an investment, really.  I'm away so frequently.",MORGAN HARRIS," Well, it's an investment, really.  I'm away so frequently."
69,ANNE:  What is it that keeps you away from Kingsport?,ANNE, What is it that keeps you away from Kingsport?
70,MORGAN HARRIS:  Keeping occupied with the all-consuming problems of my business.,MORGAN HARRIS, Keeping occupied with the all-consuming problems of my business.
71,ANNE:  Running away?,ANNE, Running away?
72,MORGAN HARRIS:  No.  Perhaps holding out for a reason to return.,MORGAN HARRIS, No.  Perhaps holding out for a reason to return.
73,"ANNE:  Well, I hope you found one.  I'm very grateful to you for all your hospitality.",ANNE," Well, I hope you found one.  I'm very grateful to you for all your hospitality."
74,"MORGAN HARRIS:  Well, I'm very grateful to you...  for the pleasure of such high spirits.  Good night.",MORGAN HARRIS," Well, I'm very grateful to you...  for the pleasure of such high spirits.  Good night."
75,"ANNE:  Good night, Morgan Harris.",ANNE," Good night, Morgan Harris."
76,MORGAN HARRIS:  Anne Shirley.  I hope we shall see you often when I return to Kingsport.,MORGAN HARRIS, Anne Shirley.  I hope we shall see you often when I return to Kingsport.
77,        SCENE:  Hat store,        SCENE, Hat store
78,"EMMELINE:  Do you think this makes me look older, papa?",EMMELINE," Do you think this makes me look older, papa?"
79,"MORGAN HARRIS:  Oh, yes, Emmeline.",MORGAN HARRIS," Oh, yes, Emmeline."
80,ANNE:  We can't make up our minds which of these hats looks more sophisticated.,ANNE, We can't make up our minds which of these hats looks more sophisticated.
81,MORGAN HARRIS:  Neither can I.  We'll take all of them.,MORGAN HARRIS, Neither can I.  We'll take all of them.
82,EMMELINE:  Papa!,EMMELINE, Papa!
83,MORGAN HARRIS:  You can manage that.,MORGAN HARRIS, You can manage that.
84,        SCENE:  Harris' boat The Mistral,        SCENE, Harris' boat The Mistral
85,"MORGAN HARRIS:  Here she is, great lady of the West Indies.",MORGAN HARRIS," Here she is, great lady of the West Indies."
86,ANNE:  She's magnificent.,ANNE, She's magnificent.
87,"EMMELINE:  What does ""mistral"" mean, papa?",EMMELINE," What does ""mistral"" mean, papa?"
88,"MORGAN HARRIS:  It means a rough, cold wind.",MORGAN HARRIS," It means a rough, cold wind."
89,"ANNE:  Oh, no, Captain.  It should be christened after a delicious, perfumed wind, like a zephyr.",ANNE," Oh, no, Captain.  It should be christened after a delicious, perfumed wind, like a zephyr."
90,MORGAN HARRIS:  Then I shall name the next one The Zephyr in your honor.,MORGAN HARRIS, Then I shall name the next one The Zephyr in your honor.
91,        SCENE:  Cuthbert home,        SCENE, Cuthbert home
92,"MARILLA:  [reading letter from Anne]  ""...And the excursion to Boston all seems like a dream, somehow.  Emmeline, who has had such a forsaken life up till now, has blossomed, and I feel Capt. Harris now recognizes the treasure he didn't know he possessed.  I am a little weary of living out of a trunk, though, and I long to feel the summer loveliness of home.  I miss you both so very much.  With all my heart, Anne.""",MARILLA," [reading letter from Anne]  ""...And the excursion to Boston all seems like a dream, somehow.  Emmeline, who has had such a forsaken life up till now, has blossomed, and I feel Capt. Harris now recognizes the treasure he didn't know he possessed.  I am a little weary of living out of a trunk, though, and I long to feel the summer loveliness of home.  I miss you both so very much.  With all my heart, Anne."""
93,"RACHEL:  She's plain worn out, if you ask me, Marilla.  I'm not surprised.  The way girls roam the Earth now is something terrible.  It reminds me of Satan in the book of Job: going to and fro, and walking up and down.  I don't think the Lord ever intended it.",RACHEL," She's plain worn out, if you ask me, Marilla.  I'm not surprised.  The way girls roam the Earth now is something terrible.  It reminds me of Satan in the book of Job: going to and fro, and walking up and down.  I don't think the Lord ever intended it."
94,"MARILLA:  What is to be, will be, Rachel.",MARILLA," What is to be, will be, Rachel."
95,"RACHEL:  And what isn't to be, sometimes happens.  Riches are all very well, Marilla, but if Anne prefers the handsome unknown to Avonlea, well, there's nothing more to be said.  It's in the hands of Providence. ",RACHEL," And what isn't to be, sometimes happens.  Riches are all very well, Marilla, but if Anne prefers the handsome unknown to Avonlea, well, there's nothing more to be said.  It's in the hands of Providence. "
96,        SCENE:  Kingsport,        SCENE, Kingsport
97,"ANNE:  [reading letter from Morgan]  ""I enjoyed your company in Boston.  I hope the term is continuing well in Kingsport and Emmeline is caught up now in her studies.  Thank you again.  Sincerely, Morgan Harris.""",ANNE," [reading letter from Morgan]  ""I enjoyed your company in Boston.  I hope the term is continuing well in Kingsport and Emmeline is caught up now in her studies.  Thank you again.  Sincerely, Morgan Harris."""
98,GILBERT:  Anne Shirley?  What in heck are you doing here?,GILBERT, Anne Shirley?  What in heck are you doing here?
99,ANNE:  Gil?  You're the very last person I'd ever expected to meet out here on a day like this.  ,ANNE, Gil?  You're the very last person I'd ever expected to meet out here on a day like this.  
100,[thunder; it starts to rain],[thunder; it starts to rain],
101,"GILBERT:  Uh, um... come on.  [they run to a gazebo]  The Royal Academy of Physicians is convening here this weekend and I'm here as a delegate.",GILBERT," Uh, um... come on.  [they run to a gazebo]  The Royal Academy of Physicians is convening here this weekend and I'm here as a delegate."
102,ANNE:  You must be proud of yourself.,ANNE, You must be proud of yourself.
103,GILBERT:  Not as proud as I was of you when I read that clipping Miss Stacey sent me about the success of your play.  ,GILBERT, Not as proud as I was of you when I read that clipping Miss Stacey sent me about the success of your play.  
104,"ANNE:  That's sweet of you, Gil.  It's so good to see you.  ",ANNE," That's sweet of you, Gil.  It's so good to see you.  "
105,"GILBERT:  Oh, I was actually hoping we'd run into each other.  I wasn't sure whether you'd be happy to see me or not, so I--",GILBERT," Oh, I was actually hoping we'd run into each other.  I wasn't sure whether you'd be happy to see me or not, so I--"
106,ANNE:  Happy?  I can't begin to express my happiness.  Let me look at you.,ANNE, Happy?  I can't begin to express my happiness.  Let me look at you.
107,"GILBERT:  Ah, yes, do I look like a young medical student now?",GILBERT," Ah, yes, do I look like a young medical student now?"
108,ANNE:  Not a bit; you can't fool me.  You're still the same incorrigible Gil.  Tell me all the Avonlea news.  Have you been back?,ANNE, Not a bit; you can't fool me.  You're still the same incorrigible Gil.  Tell me all the Avonlea news.  Have you been back?
109,"GILBERT:  Uh, no.  I've been spending most of my time with the Stuarts in Halifax.  Dr. Stuart's a very prominent surgeon.  It's he who arranged for me to attend as his delegate.  You see, Christine and I are engaged.  It's set for next summer.",GILBERT," Uh, no.  I've been spending most of my time with the Stuarts in Halifax.  Dr. Stuart's a very prominent surgeon.  It's he who arranged for me to attend as his delegate.  You see, Christine and I are engaged.  It's set for next summer."
110,"ANNE:   I'm so happy for you, Gil.",ANNE,"  I'm so happy for you, Gil."
111,"GILBERT:  I guess that's why I wanted to see you so much--to apologize for being such a fool last summer.  [Anne shakes her head]  No, I think I understand now what you meant.  I meant what I said, too.  I won't ever forget you.  [he puts his hand on her cheek and she gets up]",GILBERT," I guess that's why I wanted to see you so much--to apologize for being such a fool last summer.  [Anne shakes her head]  No, I think I understand now what you meant.  I meant what I said, too.  I won't ever forget you.  [he puts his hand on her cheek and she gets up]"
112,ANNE:   You turned out as I always imagined you would.  Doesn't it seem like yesterday we off to Queens and vying for those scholarships?,ANNE,  You turned out as I always imagined you would.  Doesn't it seem like yesterday we off to Queens and vying for those scholarships?
113,GILBERT:  I suppose you've kept up your writing.,GILBERT, I suppose you've kept up your writing.
114,"ANNE:  Not really.  I've been busy, and, well, publishers aren't interested in those kinds of stories.",ANNE," Not really.  I've been busy, and, well, publishers aren't interested in those kinds of stories."
