,raw,char,line
3,"ANNE:  I've decided to give The Highwayman.  It's very pathetic.  Laura Spencer is giving a comic recitation, but I prefer to make people cry.",ANNE," I've decided to give The Highwayman.  It's very pathetic.  Laura Spencer is giving a comic recitation, but I prefer to make people cry."
4,ALICE LAWSON:  Are you nervous?,ALICE LAWSON, Are you nervous?
5,"ANNE:  A little bit, even though I've stood out in public so often.  But I feel very well-prepared and that helps.",ANNE," A little bit, even though I've stood out in public so often.  But I feel very well-prepared and that helps."
6,"ALICE LAWSON:  Well, this organdy will look elegant under the electric lights at the White Sands Hotel.  Oh, mother tried to convince me to audition for a violin solo.  Can you imagine?  I mean, I haven't picked up a bow in three years.  The Charlottetown hospital is a worthy cause and all, but I am not prepared to suffer humiliation for it.",ALICE LAWSON," Well, this organdy will look elegant under the electric lights at the White Sands Hotel.  Oh, mother tried to convince me to audition for a violin solo.  Can you imagine?  I mean, I haven't picked up a bow in three years.  The Charlottetown hospital is a worthy cause and all, but I am not prepared to suffer humiliation for it."
7,ANNE:  We're all amateurs.  They may be very sorry they've asked any of us to do it when it's all over.,ANNE, We're all amateurs.  They may be very sorry they've asked any of us to do it when it's all over.
8,"ALICE LAWSON:  Oh, hardly the case with you, Anne.  After standing first at Queens, you can do no wrong in this community.",ALICE LAWSON," Oh, hardly the case with you, Anne.  After standing first at Queens, you can do no wrong in this community."
9,ANNE:  Someone ought to tell that to Marilla.,ANNE, Someone ought to tell that to Marilla.
10,"ALICE LAWSON:  Well, Mr. Cuthbert is sure proud.  He plunks down his money awful quick these days for anything I tell him is pretty and fashionable.",ALICE LAWSON," Well, Mr. Cuthbert is sure proud.  He plunks down his money awful quick these days for anything I tell him is pretty and fashionable."
11,ANNE:  Alice Lawson!  You devil!  Don't you go abusing Matthew's generosity to me.  You do have good taste though.  I'll see you at the concert.,ANNE, Alice Lawson!  You devil!  Don't you go abusing Matthew's generosity to me.  You do have good taste though.  I'll see you at the concert.
12,SCENE: On the road home.,SCENE,On the road home.
13,"GILBERT:  Hello, Anne.  Whoa.  Can I offer you a ride home?  You promised we were going to be friends.  Remember?",GILBERT," Hello, Anne.  Whoa.  Can I offer you a ride home?  You promised we were going to be friends.  Remember?"
14,"ANNE:  Well, alright.  It is rather awkward with all these.  It was good of you to stop.",ANNE," Well, alright.  It is rather awkward with all these.  It was good of you to stop."
15,GILBERT:  Seems I'm developing quite a habit of getting you out of awkward situations.,GILBERT, Seems I'm developing quite a habit of getting you out of awkward situations.
16,"ANNE:  I thought a lot about what happened at the bridge, Gil.  What I mean to say is, it was very rude of me to just run off like that.  But I was very overwrought over learning my score--our score.  I mean, I wasn't myself.",ANNE," I thought a lot about what happened at the bridge, Gil.  What I mean to say is, it was very rude of me to just run off like that.  But I was very overwrought over learning my score--our score.  I mean, I wasn't myself."
17,"GILBERT:  That's alright.  Life's too short to hold grudges, anyway.",GILBERT," That's alright.  Life's too short to hold grudges, anyway."
18,ANNE:  It's valiant of you to say so.  You'll go far with that kind of attitude.,ANNE, It's valiant of you to say so.  You'll go far with that kind of attitude.
19,"GILBERT:  You know what you're going to study at Queens, Anne?",GILBERT," You know what you're going to study at Queens, Anne?"
20,"ANNE:  I intend on taking my teacher's license in one year instead of two, like Miss Stacy suggested.",ANNE," I intend on taking my teacher's license in one year instead of two, like Miss Stacy suggested."
21,"GILBERT:  Gee, I was imagining you would have a career on the stage.  Well, I think you'd make a swell actress, especially as the Lily Maid.  I hear you're giving The Highwayman at the White Sands recital.",GILBERT," Gee, I was imagining you would have a career on the stage.  Well, I think you'd make a swell actress, especially as the Lily Maid.  I hear you're giving The Highwayman at the White Sands recital."
22,ANNE:  My life is an open book I see.  Who told you that?,ANNE, My life is an open book I see.  Who told you that?
23,"GILBERT:  Well, I have a little confession to make.  I was just at the Lawson's myself and Alice told me you were walking home.",GILBERT," Well, I have a little confession to make.  I was just at the Lawson's myself and Alice told me you were walking home."
24,ANNE:  Oh.,ANNE, Oh.
25,GILBERT:  I'm going to try to get you an encore while you're up there so make sure you have a second selection ready.,GILBERT, I'm going to try to get you an encore while you're up there so make sure you have a second selection ready.
26,ANNE:  No one is going to encore me.,ANNE, No one is going to encore me.
27,"GILBERT:  Well, I would.  Especially if I had the honor of escorting you to the concert.",GILBERT," Well, I would.  Especially if I had the honor of escorting you to the concert."
28,"ANNE:  Uh, I don't know.  I promised the Barry's I'd go with them, but--",ANNE," Uh, I don't know.  I promised the Barry's I'd go with them, but--"
29,"GILBERT:  I think you're old enough to make up your own mind, Anne.",GILBERT," I think you're old enough to make up your own mind, Anne."
30,"ANNE:  I've always been old enough to make up my own mind.  Very well then, Gilbert.  I'd be pleased to accept your invitation.  Could you let me off at the corner, please.  I'm going to take a shortcut and show Diana what I bought.",ANNE," I've always been old enough to make up my own mind.  Very well then, Gilbert.  I'd be pleased to accept your invitation.  Could you let me off at the corner, please.  I'm going to take a shortcut and show Diana what I bought."
31,SCENE: The Cuthbert house.,SCENE,The Cuthbert house.
32,"MARILLA:  Well, say something, Matthew.  She was holding his hand.",MARILLA," Well, say something, Matthew.  She was holding his hand."
33,MATTHEW:  She'd have to hold his hand if he was helping her out of the buggy.,MATTHEW, She'd have to hold his hand if he was helping her out of the buggy.
34,MARILLA:  What was she doing in that buggy?,MARILLA, What was she doing in that buggy?
35,MATTHEW:  Nothing worth all this fussing.,MATTHEW, Nothing worth all this fussing.
36,"MARILLA:  She's just a child, Matthew.  She doesn't know what she's doing.",MARILLA," She's just a child, Matthew.  She doesn't know what she's doing."
37,"ANNE:  Hello everyone.  Sorry I was late.  I stopped over at Diana's and she just loves the material you chose, Matthew.",ANNE," Hello everyone.  Sorry I was late.  I stopped over at Diana's and she just loves the material you chose, Matthew."
38,"MARILLA:  Anne Shirley, I've just been informed by a reliable source that you were seen at Avonlea crossroads in a buggy with a young man.",MARILLA," Anne Shirley, I've just been informed by a reliable source that you were seen at Avonlea crossroads in a buggy with a young man."
39,MATTHEW:  Marilla!,MATTHEW, Marilla!
40,ANNE:  He only offered me a ride home.  He was just being friendly.,ANNE, He only offered me a ride home.  He was just being friendly.
41,MARILLA:  Not according to Rachel Lynde.,MARILLA, Not according to Rachel Lynde.
42,ANNE:  Rachel Lynde?,ANNE, Rachel Lynde?
43,MARILLA:  Yes.  Rachel Lynde saw you.,MARILLA, Yes.  Rachel Lynde saw you.
44,"MATTHEW:  Marilla, she ain't done nothing wrong.",MATTHEW," Marilla, she ain't done nothing wrong."
45,"MARILLA:  Matthew.  Remember, in the beginning, I told you not to put your oar in.",MARILLA," Matthew.  Remember, in the beginning, I told you not to put your oar in."
46,SCENE: Anne's bedroom.,SCENE,Anne's bedroom.
47,"MARILLA:  I'm sorry I lost my temper, Anne.",MARILLA," I'm sorry I lost my temper, Anne."
48,"ANNE:  Marilla, please.  I never meant anything to come of all this.",ANNE," Marilla, please.  I never meant anything to come of all this."
49,"MARILLA:  And nothing has, as yet.  Anne, you've changed so much; grown so tall and so stylish.  You don't belong in Avonlea anymore.  I get lonely just thinking about it.  You'll be going off into the world to make your way and you don't want to make any ties here that you might come to regret later.",MARILLA," And nothing has, as yet.  Anne, you've changed so much; grown so tall and so stylish.  You don't belong in Avonlea anymore.  I get lonely just thinking about it.  You'll be going off into the world to make your way and you don't want to make any ties here that you might come to regret later."
50,"ANNE:  No matter where I go or how I change, I'll always be your Anne.  Anne of Green Gables.",ANNE," No matter where I go or how I change, I'll always be your Anne.  Anne of Green Gables."
51,SCENE: A Field.,SCENE,A Field.
52,ANNE:  I want you to give this to him.,ANNE, I want you to give this to him.
53,"DIANA:  [reading from letter] ""Dear Gilbert, I regret that I will be unable to attend the White Sands concert with you.  Sincerely, Anne Shirley.""  Why won't you go with him?",DIANA," [reading from letter] ""Dear Gilbert, I regret that I will be unable to attend the White Sands concert with you.  Sincerely, Anne Shirley.""  Why won't you go with him?"
54,ANNE:  Plenty of reasons why I won't go.  I only accepted in first place because he dared me.,ANNE, Plenty of reasons why I won't go.  I only accepted in first place because he dared me.
55,"DIANA:  Well, I think you owe him an explanation.",DIANA," Well, I think you owe him an explanation."
56,SCENE: Anne's bedroom.,SCENE,Anne's bedroom.
57,MARILLA:  I hope you don't ruin your dress driving there in the dust.  It's far too thin for this damp weather.  I'm sorry agreed to it.,MARILLA, I hope you don't ruin your dress driving there in the dust.  It's far too thin for this damp weather.  I'm sorry agreed to it.
58,"ANNE:  Thank you, Matthew.",ANNE," Thank you, Matthew."
59,"MATTHEW:  Well, there's no sense in saying anything to you, Matthew, but those pearls look absolutely ridiculous.  I don't know where you get these silly ideas.",MATTHEW," Well, there's no sense in saying anything to you, Matthew, but those pearls look absolutely ridiculous.  I don't know where you get these silly ideas."
60,ANNE:  Matthew is proud of the way I look.,ANNE, Matthew is proud of the way I look.
61,DIANA:  [from outside] Anne!,DIANA, [from outside] Anne!
62,"ANNE:  They're here.  Thank you, Marilla and Matthew.  I mustn't keep them waiting.",ANNE," They're here.  Thank you, Marilla and Matthew.  I mustn't keep them waiting."
63,"MARILLA:  Now, mind you keep your dress clear of the wheel.",MARILLA," Now, mind you keep your dress clear of the wheel."
64,"MATTHEW:  Good luck, Anne!",MATTHEW," Good luck, Anne!"
65,ANNE:  I'll be watching for you both.,ANNE, I'll be watching for you both.
66,SCENE: The White Sands Hotel.,SCENE,The White Sands Hotel.
67,DIANA:  Gilbert gave me this in return for your note.  He's coming to watch you anyway.  I didn't want Jane or Gabby Brothers to see me.,DIANA, Gilbert gave me this in return for your note.  He's coming to watch you anyway.  I didn't want Jane or Gabby Brothers to see me.
68,"ANNE:  [reading from letter] ""...to your own opinion.  It would have been easier if you told me in person, if you still consider me your friend.  Sincerely, Gilbert Blythe.""  I won't be accused of being a coward, Diana.  He doesn't understand.  Tell him I'll speak to him the first minute I can steal away tonight.",ANNE," [reading from letter] ""...to your own opinion.  It would have been easier if you told me in person, if you still consider me your friend.  Sincerely, Gilbert Blythe.""  I won't be accused of being a coward, Diana.  He doesn't understand.  Tell him I'll speak to him the first minute I can steal away tonight."
69,"DIANA:  Calm down, Anne.",DIANA," Calm down, Anne."
70,ANNE:  I'm so ashamed.  I can't go up on that stage.  I can't.   I'll be merciless if I fail.,ANNE, I'm so ashamed.  I can't go up on that stage.  I can't.   I'll be merciless if I fail.
71,"DIANA:  You've never failed at anything, Anne Shirley.  Go on.",DIANA," You've never failed at anything, Anne Shirley.  Go on."
72,AMELIA EVANS: [reciting lines 76-88 of Henry Wadsworth Longfellow's The Wreck of the Hesperus],AMELIA EVANS,[reciting lines 76-88 of Henry Wadsworth Longfellow's The Wreck of the Hesperus]
73,    Ho! ho! the breakers roared,    Ho! ho! the breakers roared,
74,"At daybreak, on the bleak sea-beach,","At daybreak, on the bleak sea-beach,",
75,"    A fisherman stood aghast,","    A fisherman stood aghast,",
76,"To see the form of a maiden fair,","To see the form of a maiden fair,",
77,    Lashed close to a drifting mast.,    Lashed close to a drifting mast.,
78,"The salt sea was frozen on her breast,","The salt sea was frozen on her breast,",
79,    The salt tears in her eyes;,    The salt tears in her eyes;,
80,"And he saw her hair, like the brown sea-weed","And he saw her hair, like the brown sea-weed",
81,    On the billows fall and rise.,    On the billows fall and rise.,
82,"Such was the wreck of the Hesperus,","Such was the wreck of the Hesperus,",
83,    In the midnight and the snow!,    In the midnight and the snow!,
84,"[God] save us all from a death like this,","[God] save us all from a death like this,",
85,    On the reef of Norman's Woe!,    On the reef of Norman's Woe!,
86,LADY IN YELLOW: Mrs. Evans has just completed a European tour.,LADY IN YELLOW,Mrs. Evans has just completed a European tour.
87,"LADY IN BLUE: Oh, she's a prodigious talent.  I was moved beyond words.",LADY IN BLUE,"Oh, she's a prodigious talent.  I was moved beyond words."
88,"MRS. SPENCER: On behalf of the Charlottetown hospital, I would like to offer our indebtedness to Mrs. Amelia Evans for gracing us with such a stirring performance in support of today's benefit.  Thank you.  And now, ladies and gentlemen, I would like to present one of Avonlea's most celebrated students, who achieved the highest standing in the recent entrance examinations to Queens Academy: Miss Anne Shirley.",MRS. SPENCER,"On behalf of the Charlottetown hospital, I would like to offer our indebtedness to Mrs. Amelia Evans for gracing us with such a stirring performance in support of today's benefit.  Thank you.  And now, ladies and gentlemen, I would like to present one of Avonlea's most celebrated students, who achieved the highest standing in the recent entrance examinations to Queens Academy: Miss Anne Shirley."
89,LADY IN BLUE: It will be amusing to see what arises from the local amateur actors.,LADY IN BLUE,It will be amusing to see what arises from the local amateur actors.
90,"ANNE: [reciting lines 1-6, 25-30 and 85-90 from Alfred Noyes'  The Highwayman]",ANNE,"[reciting lines 1-6, 25-30 and 85-90 from Alfred Noyes'  The Highwayman]"
91,The wind was a torrent of darkness among the gusty trees.,The wind was a torrent of darkness among the gusty trees.,
92,The moon was a ghostly galleon tossed upon cloudy seas.,The moon was a ghostly galleon tossed upon cloudy seas.,
93,"The road was a ribbon of moonlight over the purple moor,","The road was a ribbon of moonlight over the purple moor,",
94,And the highwayman came riding--,And the highwayman came riding--,
95,    Riding--riding--,    Riding--riding--,
96,"The highwayman came riding, up to the old inn-door.","The highwayman came riding, up to the old inn-door.",
97,"""One kiss, my bonny sweetheart, I'm after a prize tonight,","""One kiss, my bonny sweetheart, I'm after a prize tonight,",
98,But I shall [return] with the yellow gold before the morning light;,But I shall [return] with the yellow gold before the morning light;,
99,"Yet, if they press me sharply, and harry me through the day,","Yet, if they press me sharply, and harry me through the day,",
100,"Then look for me by moonlight,","Then look for me by moonlight,",
101,"    Watch for me by moonlight,","    Watch for me by moonlight,",
102,"I'll come to thee by moonlight, though hell should bar the way.""","I'll come to thee by moonlight, though hell should bar the way.""",
103,"Back, he spurred like a madman, shouting a curse to the sky,","Back, he spurred like a madman, shouting a curse to the sky,",
104,With the white road smoking behind him and his rapier brandished high.,With the white road smoking behind him and his rapier brandished high.,
105,Blood-red were his spurs in the golden noon; wine-red was his velvet coat;,Blood-red were his spurs in the golden noon; wine-red was his velvet coat;,
106,When they shot him down on the highway. ,When they shot him down on the highway. ,
107,"    Down like a dog on the highway,","    Down like a dog on the highway,",
108,"And he lay in his blood on the highway, with the bunch of lace at his throat.","And he lay in his blood on the highway, with the bunch of lace at his throat.",
109,AUDIENCE: Encore!  Encore!,AUDIENCE,Encore!  Encore!
110,"LADY IN YELLOW: Dear, you were splendid.  Go back.  They're encoring you.",LADY IN YELLOW,"Dear, you were splendid.  Go back.  They're encoring you."
111,ANNE:  I can't go back.,ANNE, I can't go back.
112,"LADY IN YELLOW: Yes, you can.",LADY IN YELLOW,"Yes, you can."
113,SCENE: Reception area.,SCENE,Reception area.
114,"MARILLA:  Anne, I have to admit I was so proud.",MARILLA," Anne, I have to admit I was so proud."
115,MRS. BARRY:  Your recitation was as magnificent as Mrs. Evans'...,MRS. BARRY, Your recitation was as magnificent as Mrs. Evans'...
116,MRS. BARRY:  ...and she's a professional.,MRS. BARRY, ...and she's a professional.
117,"DIANA:  Well, I overheard that romantic-looking young man over there asking who the girl on the platform was with the lovely titian hair.",DIANA," Well, I overheard that romantic-looking young man over there asking who the girl on the platform was with the lovely titian hair."
118,MARILLA:  Whatever that means.,MARILLA, Whatever that means.
119,JOSIE PYE: I saw you fawning over Anne Shirley.,JOSIE PYE,I saw you fawning over Anne Shirley.
120,"GILBERT:  Well, you sure couldn't get up there and give a recital like that.",GILBERT," Well, you sure couldn't get up there and give a recital like that."
121,JOSIE PYE: I could be up there on stage.,JOSIE PYE,I could be up there on stage.
122,"GILBERT:  Well, I'd like to see that sometime, Josie Pye.",GILBERT," Well, I'd like to see that sometime, Josie Pye."
123,ANNE:  It's plain red; it's just a fancy way of saying it.,ANNE, It's plain red; it's just a fancy way of saying it.
124,"DIANA:  Well, he thought you were wonderful anyway.",DIANA," Well, he thought you were wonderful anyway."
125,"LADY IN YELLOW: You'll forgive me for stealing her away again, won't you?  There are so many people waiting to meet our young Miss Shirley.",LADY IN YELLOW,"You'll forgive me for stealing her away again, won't you?  There are so many people waiting to meet our young Miss Shirley."
126,"ANNE:  Will you excuse me?  I don't mean to be rude, but there is someone I absolutely must speak with.  I'll return right away.  I promise.",ANNE," Will you excuse me?  I don't mean to be rude, but there is someone I absolutely must speak with.  I'll return right away.  I promise."
127,"LADY IN YELLOW: Very well, dear.  But hurry up, I have important people waiting.",LADY IN YELLOW,"Very well, dear.  But hurry up, I have important people waiting."
128,SCENE: Outside the White Sands hotel.,SCENE,Outside the White Sands hotel.
129,ANNE:  Gilbert!  Gilbert!,ANNE, Gilbert!  Gilbert!
130,"SCENE: A field, at sunset.",SCENE,"A field, at sunset."
131,"DIANA:  I'm sorry I didn't get a chance to talk to him, Anne.  Blame me, if you want.",DIANA," I'm sorry I didn't get a chance to talk to him, Anne.  Blame me, if you want."
132,"ANNE:  It's alright, Diana.  Some things just aren't meant to be.",ANNE," It's alright, Diana.  Some things just aren't meant to be."
133,DIANA:  Did you see all those diamonds?  I wish I were rich and I could spend my whole summer at a hotel eating icecream and chicken salad. ,DIANA, Did you see all those diamonds?  I wish I were rich and I could spend my whole summer at a hotel eating icecream and chicken salad. 
134,"ANNE:  You know something, Diana?  We are rich.  We have sixteen years to our credit, and we both have wonderful imaginations.  We should be as happy as queens.  Look at that!  You couldn't enjoy it's loveliness anymore if you had ropes of diamonds.",ANNE," You know something, Diana?  We are rich.  We have sixteen years to our credit, and we both have wonderful imaginations.  We should be as happy as queens.  Look at that!  You couldn't enjoy it's loveliness anymore if you had ropes of diamonds."
135,DIANA:  I don't know about that.,DIANA, I don't know about that.
136,"ANNE:  I'm content with my string of pearls.  Matthew gave them to me with as much love as ever went into any of those stuffy women's jewels.   I am happy Diana, and nothing is going to hold me back.",ANNE," I'm content with my string of pearls.  Matthew gave them to me with as much love as ever went into any of those stuffy women's jewels.   I am happy Diana, and nothing is going to hold me back."
137,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,
0,Script: Part 8,Script,Part 8
1,SCENE: Bright River train station.,SCENE,Bright River train station.
2,"MARILLA:  Hurry up, Anne.  Do you think the train is going to wait for you?",MARILLA," Hurry up, Anne.  Do you think the train is going to wait for you?"
3,"ANNE:  I'll take it, Matthew.  It'll be easier if I go quickly by myself.",ANNE," I'll take it, Matthew.  It'll be easier if I go quickly by myself."
4,MARILLA:  Getting emotional over nothing.,MARILLA, Getting emotional over nothing.
5,ANNE:  Nothing?  You both mean everything to me.,ANNE, Nothing?  You both mean everything to me.
6,"MARILLA:  All this foolishness.  You might as well kiss him, too.",MARILLA," All this foolishness.  You might as well kiss him, too."
7,STATION MASTER: All aboard!,STATION MASTER,All aboard!
8,"MARILLA:  I'm afraid for her, Matthew.  She'll be gone so long.  She'll get terrible lonesome.",MARILLA," I'm afraid for her, Matthew.  She'll be gone so long.  She'll get terrible lonesome."
9,"MATTHEW:  You mean, we'll get terrible lonesome.",MATTHEW," You mean, we'll get terrible lonesome."
10,MARILLA:  I can't help wishing that she'd stayed a little girl.,MARILLA, I can't help wishing that she'd stayed a little girl.
11,"MATTHEW:  Mrs. Spencer made a lucky mistake, I guess.",MATTHEW," Mrs. Spencer made a lucky mistake, I guess."
12,MARILLA:  It wasn't luck; it was Providence.  He knew we needed her.,MARILLA, It wasn't luck; it was Providence.  He knew we needed her.
13,MATTHEW:  Even with her queer little ways.,MATTHEW, Even with her queer little ways.
14,MARILLA:  I loved her for them.,MARILLA, I loved her for them.
15,"SCENE: In a carriage, Charlottetown.",SCENE,"In a carriage, Charlottetown."
16,"AUNT JOSEPHINE:  I like people who make me like them.  It saves me so much forcing myself to like them.  Oh, but I'd be a much happier woman if you stayed at Beechwood with me.",AUNT JOSEPHINE," I like people who make me like them.  It saves me so much forcing myself to like them.  Oh, but I'd be a much happier woman if you stayed at Beechwood with me."
17,"ANNE:  There's no other place I'd rather be, Miss Barry.",ANNE," There's no other place I'd rather be, Miss Barry."
18,"AUNT JOSEPHINE:  I know it's impractical.  You need to be near the school.  The lady who runs this boarding house is a gentle woman of reduced circumstances.  You'll be quite safe.  Here we are, Peter.",AUNT JOSEPHINE," I know it's impractical.  You need to be near the school.  The lady who runs this boarding house is a gentle woman of reduced circumstances.  You'll be quite safe.  Here we are, Peter."
19,SCENE: The boarding house.,SCENE,The boarding house.
20,"WOMAN: Miss Barry said you have a creative turn of mind, so I've given you my best room, looking out over the street.",WOMAN,"Miss Barry said you have a creative turn of mind, so I've given you my best room, looking out over the street."
21,"ANNE:  Thank you, I'm sure.",ANNE," Thank you, I'm sure."
22,"WOMAN: Cheer up, now.  I've had dozens of students and not lost one of them yet.  If there's anything you want, just let me know.",WOMAN,"Cheer up, now.  I've had dozens of students and not lost one of them yet.  If there's anything you want, just let me know."
23,ANNE:  Thank you.  I can't cheer up.  I don't want to cheer up.  I'd rather just be miserable.,ANNE, Thank you.  I can't cheer up.  I don't want to cheer up.  I'd rather just be miserable.
24,SCENE: Queens Academy classroom.,SCENE,Queens Academy classroom.
25,"PROFESSOR: Those of you who have elected to complete the program for the teacher's license in one year instead of two, have a difficult struggle ahead of you, but you're here because we know you're capable of doing it.  These first two weeks will be a probationary period in which you can decide whether you really want to complete the program in a single year.  In that sense, these first two weeks will be the most important you spend at Queens.  Bear that in mind.",PROFESSOR,"Those of you who have elected to complete the program for the teacher's license in one year instead of two, have a difficult struggle ahead of you, but you're here because we know you're capable of doing it.  These first two weeks will be a probationary period in which you can decide whether you really want to complete the program in a single year.  In that sense, these first two weeks will be the most important you spend at Queens.  Bear that in mind."
26,SCENE: Outside Queens Academy.,SCENE,Outside Queens Academy.
27,"JOSIE PYE: Anne Shirley!  You look positively ill.  Whenever your nose and eyes get red, you just seem red all over.",JOSIE PYE,"Anne Shirley!  You look positively ill.  Whenever your nose and eyes get red, you just seem red all over."
28,"ANNE:  Tell me, how are the first year students doing?",ANNE," Tell me, how are the first year students doing?"
29,JOSIE PYE: Our French professor is a dream.  He's the cutest mustache.  Come for lunch and I'll tell all.  I'm meeting Jane and Ruby and some others.,JOSIE PYE,Our French professor is a dream.  He's the cutest mustache.  Come for lunch and I'll tell all.  I'm meeting Jane and Ruby and some others.
30,"ANNE:  Thank you, but I have other business to attend to.",ANNE," Thank you, but I have other business to attend to."
31,"JOSIE PYE: Gilbert won't be there, if that's what's worrying you.",JOSIE PYE,"Gilbert won't be there, if that's what's worrying you."
32,ANNE:  Whatever do you mean?,ANNE, Whatever do you mean?
33,"JOSIE PYE: Gilbert Blythe is a rake, and after his insulting behavior at the White Sands concert, I've decided to completely ignore him.  Besides, there are far more dashing young men around here anyway.",JOSIE PYE,"Gilbert Blythe is a rake, and after his insulting behavior at the White Sands concert, I've decided to completely ignore him.  Besides, there are far more dashing young men around here anyway."
34,ANNE:  I'm amazed that Gilbert could even insult you.,ANNE, I'm amazed that Gilbert could even insult you.
35,RUBY AND JANE: Anne!,RUBY AND JANE,Anne!
36,RUBY GILLIS: We've been looking all over for you.,RUBY GILLIS,We've been looking all over for you.
37,RUBY GILLIS: What's second year class like?,RUBY GILLIS,What's second year class like?
38,ANNE:  I don't know anyone.  I wish you people had decided to go into second.,ANNE, I don't know anyone.  I wish you people had decided to go into second.
39,RUBY GILLIS: Second?  I'll be lucky if I pass first.,RUBY GILLIS,Second?  I'll be lucky if I pass first.
40,JOSIE PYE: I don't care if I don't pass.  My father can afford to send me back.,JOSIE PYE,I don't care if I don't pass.  My father can afford to send me back.
41,"JANE ANDREWS:  You know, Anne, Frank Stafford told me that the graduate that receives the highest mark in English Lit. this year wins the Avery scholarship: $250 a year for four years.",JANE ANDREWS," You know, Anne, Frank Stafford told me that the graduate that receives the highest mark in English Lit. this year wins the Avery scholarship: $250 a year for four years."
42,ANNE:  Are you sure?,ANNE, Are you sure?
43,"JANE ANDREWS:  The board of governors is announcing it tomorrow.  I'll be you for sure, Anne.",JANE ANDREWS," The board of governors is announcing it tomorrow.  I'll be you for sure, Anne."
44,ANNE:  I don't know.  This is a much bigger pond we are swimming in now than in Avonlea.,ANNE, I don't know.  This is a much bigger pond we are swimming in now than in Avonlea.
45,JOSIE PYE: Will you two goody-goodies control yourselves.  There's a lot more to do around here than keeping your nose in the book.,JOSIE PYE,Will you two goody-goodies control yourselves.  There's a lot more to do around here than keeping your nose in the book.
46,JANE ANDREWS:  Come on.,JANE ANDREWS, Come on.
47,SCENE: A Café/Diner.,SCENE,A Café/Diner.
48,"AUNT JOSEPHINE:  So, you have been here one week and already you are planning to take an arts degree from Redmond College.",AUNT JOSEPHINE," So, you have been here one week and already you are planning to take an arts degree from Redmond College."
49,ANNE:  I fully intend to win that Avery scholarship if hard work can do it.,ANNE, I fully intend to win that Avery scholarship if hard work can do it.
50,"AUNT JOSEPHINE:  I never knew a girl with such ambition, except perhaps myself.  But my ambition was money.  God knows I've succeeded.",AUNT JOSEPHINE," I never knew a girl with such ambition, except perhaps myself.  But my ambition was money.  God knows I've succeeded."
51,ANNE:  I've never really considered money.,ANNE, I've never really considered money.
52,"AUNT JOSEPHINE:  Probably just as well, though I can hardly believe I'm saying so.  Wealth can be very empty when you don't have someone to share it with.  But by the time I realized that, no one would have me except men who wanted my money more than I did.",AUNT JOSEPHINE," Probably just as well, though I can hardly believe I'm saying so.  Wealth can be very empty when you don't have someone to share it with.  But by the time I realized that, no one would have me except men who wanted my money more than I did."
53,"ANNE:  You aren't lonely, though, are you?",ANNE," You aren't lonely, though, are you?"
54,"AUNT JOSEPHINE:  Not with you in town!  Now tell me, have you made all kinds of interesting friends your first week here, then?",AUNT JOSEPHINE," Not with you in town!  Now tell me, have you made all kinds of interesting friends your first week here, then?"
55,"ANNE:  I've a small circle of friends, but no bosom friends, mind you.",ANNE," I've a small circle of friends, but no bosom friends, mind you."
56,AUNT JOSEPHINE:  And what about young men in that circle of friends?,AUNT JOSEPHINE, And what about young men in that circle of friends?
57,"ANNE:  I've become too practical for romance.  Like Marilla, I shall probably end up an old maid.  Miss Barry, I didn't mean that.",ANNE," I've become too practical for romance.  Like Marilla, I shall probably end up an old maid.  Miss Barry, I didn't mean that."
58,"AUNT JOSEPHINE:  It isn't all bad.  A married woman could never be as cantankerous as I am free to be.  But it's not a circumstance I'd recommend for you.  Make a little room in your plans again for romance, Anne-girl.  All the degrees and scholarships in the world can't make up for the lack of it.",AUNT JOSEPHINE," It isn't all bad.  A married woman could never be as cantankerous as I am free to be.  But it's not a circumstance I'd recommend for you.  Make a little room in your plans again for romance, Anne-girl.  All the degrees and scholarships in the world can't make up for the lack of it."
59,SCENE: School library.,SCENE,School library.
60,ANNE:  May I leave this for Gilbert Blythe?,ANNE, May I leave this for Gilbert Blythe?
61,"MAN: You can take it to him yourself, miss.  He's across the hall.",MAN,"You can take it to him yourself, miss.  He's across the hall."
62,ANNE:  Thank you.,ANNE, Thank you.
63,"STUDENT: Can't you just picture it, Gilbert: Emily Clay, winner of the Avery scholarship?",STUDENT,"Can't you just picture it, Gilbert: Emily Clay, winner of the Avery scholarship?"
64,GILBERT:  Don't be too sure.,GILBERT, Don't be too sure.
65,SCENE: The Cuthbert house.,SCENE,The Cuthbert house.
